,file,speaker,dialog
1897,Ses04M_script02_1,Ses04M_script02_1_M032,"They don't know what drives them. They don't give it a name or ask a question. They just turn, as one, and start the swim that brings them here; to this place, where we stand, for a massive celebration of sex and death. Oh, man, I'm giving myself goose bumps. All my hairs are popping up."
1898,Ses04M_script02_1,Ses04M_script02_1_F020,That's the wind.
1899,Ses04M_script02_1,Ses04M_script02_1_M033,Well so what did you think?
1900,Ses04M_script02_1,Ses04M_script02_1_F021,About what?
1901,Ses04M_script02_2,Ses04M_script02_2_F000,"Look at this, goose bumps."
1902,Ses04M_script02_2,Ses04M_script02_2_M000,Well so what'd you think?
1903,Ses04M_script02_2,Ses04M_script02_2_F001,About what?
1904,Ses04M_script02_2,Ses04M_script02_2_M001,What I said.
1905,Ses04M_script02_2,Ses04M_script02_2_F002,It's ridiculous.
1906,Ses04M_script02_2,Ses04M_script02_2_M002,Certainly is not. It's slightly exaggerated scientific fact.
1907,Ses04M_script02_2,Ses04M_script02_2_F003,It's PR. Somebody sold you a bill of goods that this wonderful event is going to take place on the beach.
1908,Ses04M_script02_2,Ses04M_script02_2_M003,I'm not the only one. Look at these people.
1909,Ses04M_script02_2,Ses04M_script02_2_F004,Sure. They're all told the same story. It's what keeps us coming back for more; keeps us excited; keeps us thinking that life is going to start any minute now if we could just find the right spot; get in on the action.
1910,Ses04M_script02_2,Ses04M_script02_2_M004,Are we talking about the same thing?
1911,Ses04M_script02_2,Ses04M_script02_2_F005,"Well, I'm sorry, but it's still just fish to me."
1912,Ses04M_script02_2,Ses04M_script02_2_M005,"Carla, can I ask you something? Don't take this the wrong way, but are you having your period?"
1913,Ses04M_script02_2,Ses04M_script02_2_F006,"Goddamn it, Augie, don't ask me that. I hate it when you ask me that. You always ask me that. It's insulting."
1914,Ses04M_script02_2,Ses04M_script02_2_M006,Well what's bugging you?
1915,Ses04M_script02_2,Ses04M_script02_2_F007,We just have different ideas about what this evening is supposed to look like.
1916,Ses04M_script02_2,Ses04M_script02_2_M007,"There's nothing to it. We come down here. The grunions arrive. They do their little fish business. We go ooh, ah, look at the fish. They go home. We go home."
1917,Ses04M_script02_2,Ses04M_script02_2_F008,"For heaven's sake, we are not going to see the grunions."
1918,Ses04M_script02_2,Ses04M_script02_2_M008,Why not?
1919,Ses04M_script02_2,Ses04M_script02_2_F009,"We never do, do we? Have we ever?"
1920,Ses04M_script02_2,Ses04M_script02_2_M009,We've missed them twice.
1921,Ses04M_script02_2,Ses04M_script02_2_M010,That's not ever.
1922,Ses04M_script02_2,Ses04M_script02_2_F010,Twice is every time we've tried. That's ever.
1923,Ses04M_script02_2,Ses04M_script02_2_M011,We'll see them this year.
1924,Ses04M_script02_2,Ses04M_script02_2_F011,"No, we won't. It's pointless. It's like waiting up to see Santa Claus. I feel as though my entire life is going to be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up. And the fish won't show up."
1925,Ses04M_script02_2,Ses04M_script02_2_M012,I thought you wanted to see them.
1926,Ses04M_script02_2,Ses04M_script02_2_F012,You don't have any idea what I'm saying.
1927,Ses04M_script02_2,Ses04M_script02_2_M013,"No, of course, not."
1928,Ses04M_script02_2,Ses04M_script02_2_F013,"I did want to see it. I always do. I keep thinking this time will be the time, but it never is."
1929,Ses04M_script02_2,Ses04M_script02_2_M014,It's just fish; nothing to get traumatized over.
1930,Ses04M_script02_2,Ses04M_script02_2_F014,"For heaven's sake, this is not about fish."
1931,Ses04M_script02_2,Ses04M_script02_2_M015,"I've been trying to work this backwards, but I can't seem to pinpoint the moment when we took a turn for the worse."
1932,Ses04M_script02_2,Ses04M_script02_2_M016,"You were fine during the phone call from Marge. Dinner was okay. Doing the dishes was no problem. Let's see, I took a shower. Uh, you watched the news. You said the grunions are running tonight. I said great, let's go. I feel lucky tonight."
1933,Ses04M_script02_2,Ses04M_script02_2_M017,"Uh,okay. So I'm putting on my jacket; putting out the animals;"
1934,Ses04M_script02_2,Ses04M_script02_2_F015,Do you remember the first time we came to see it?
1935,Ses04M_script02_2,Ses04M_script02_2_M018,"uh, taking the car out of the gara- out of the garage."
1936,Ses04M_script02_2,Ses04M_script02_2_M019,Uh.
1937,Ses04M_script02_2,Ses04M_script02_2_F016,"It was about four years ago, right after we got married. We thought I was pregnant and we had a bottle of champagne but no glasses. You asked me to dance. So we took off our shoes and you popped the cork."
1938,Ses04M_script02_2,Ses04M_script02_2_F017,"And while we were dancing, you said the softest, most intimate things to me, right into my ear so that I could feel them as much as hear them. And I remember thinking this is it. At last, at last I'm as happy as I'm supposed to be."
1939,Ses04M_script02_2,Ses04M_script02_2_M020,"Wait a minute, I've got it."
1940,Ses04M_script02_2,Ses04M_script02_2_F018,Dancing barefoot in the sand; drinking champagne from the bottle.
1941,Ses04M_script02_2,Ses04M_script02_2_M021,"It was in the car, right? Driving past the Knickerbocker Liquor Locker? You said let's get some champagne and I said times a wasting or something like that. Right? That's it, right? You want this to be like the other time. That's it. Of course."
1942,Ses04M_script02_2,Ses04M_script02_2_F019,I'd rather not remember some things. I'd rather not hope for some things.
1943,Ses04M_script02_2,Ses04M_script02_2_M022,Sure. Okay. Alright. I've got it. Listen do you want to dance?
1944,Ses04M_script02_2,Ses04M_script02_2_F020,No.
1945,Ses04M_script02_2,Ses04M_script02_2_M023,You want to get some champagne?
1946,Ses04M_script02_2,Ses04M_script02_2_F021,No.
1947,Ses04M_script02_2,Ses04M_script02_2_M024,"What, you want me to breathe in your ear?"
1948,Ses04M_script02_2,Ses04M_script02_2_F022,No.
1949,Ses04M_script02_2,Ses04M_script02_2_M025,You want to get married again?
1950,Ses04M_script02_2,Ses04M_script02_2_F023,No.
1951,Ses04M_script02_2,Ses04M_script02_2_M026,"What, you want a divorce?"
1952,Ses04M_script02_2,Ses04M_script02_2_F024,No.
1953,Ses04M_script02_2,Ses04M_script02_2_M027,A vacation?
1954,Ses04M_script02_2,Ses04M_script02_2_F025,No.
1955,Ses04M_script02_2,Ses04M_script02_2_M028,"A new carpet? A poodle? An ice cream? A back rub? A suicide pact? What? What, Carla? What the hell do you want?"
1956,Ses04M_script02_2,Ses04M_script02_2_F026,I want something to turn out the way it's supposed to.
1957,Ses04M_script02_2,Ses04M_script02_2_M029,"Well welcome to the human race. You think this is what I had in mind? You think that when I proposed, I had this great fantasy going that four years down the line, we'd come to the beach and yell at each other over fish? No."
1958,Ses04M_script02_2,Ses04M_script02_2_M030,"No, I'm just like you. I thought it was going to be all peaches and roses and wind in our hair and sand in our toes and the fish will always come and the bills will always pay themselves."
1959,Ses04M_script02_2,Ses04M_script02_2_M031,"And we'll have three fat rosy kids and ha, ha, ha, baby, the joke's on us, 'cause you know what you get, Carla? You know what you get? This."
1960,Ses04M_script02_2,Ses04M_script02_2_F027,This what? What is this? This isn't even anything.
1961,Ses04M_script02_2,Ses04M_script02_2_M032,"Yes, it is."
1962,Ses04M_script02_2,Ses04M_script02_2_F028,"Oh, right, sure. This is standing on the beach. This is waiting. This is fighting."
1963,Ses04M_script02_2,Ses04M_script02_2_M033,Right.
1964,Ses04M_script02_2,Ses04M_script02_2_F029,But this isn't anything like I thought anything would be like.
1965,Ses04M_script02_2,Ses04M_script02_2_M034,"No, I know, me neither."
1966,Ses04M_script02_2,Ses04M_script02_2_F030,"This is just this. I mean, it includes a lot and everything, but it's just not, you know, something else. Do you have any idea what I'm trying to say?"
1967,Ses04M_script02_2,Ses04M_script02_2_M035,I'm doing the best I can.
1968,Ses04M_script02_2,Ses04M_script02_2_F031,"I know you are, Augie. Really, I do. I know you meant for this to be special and nice and it's the full moon and the sand and everything. But I just couldn't help thinking about being somewhere else."
1969,Ses04M_script02_2,Ses04M_script02_2_M036,"Maybe if you were with somebody else, too, huh?"
1970,Ses04M_script02_2,Ses04M_script02_2_F032,I didn't say that.
1971,Ses04M_script02_2,Ses04M_script02_2_M037,"No, I know. But still. I know I don't make you happy."
1972,Ses04M_script02_2,Ses04M_script02_2_F033,"For heaven's sake, whatever I'm doing, I'd rather be doing it with you."
1973,Ses04M_script02_2,Ses04M_script02_2_M038,Yeah?
1974,Ses04M_script02_2,Ses04M_script02_2_F034,Well don't be ridiculous. Don't you know that? You're the one who probably wishes you were with somebody else; somebody who knew how to enjoy herself and didn't take everything so hard.
1975,Ses04M_script02_2,Ses04M_script02_2_M039,"Actually, now that you mention it, no. I don't."
1976,Ses04M_script02_2,Ses04M_script02_2_F035,"Okay, fine. So we're in the wrong spot, but we're with the right person."
1977,Ses04M_script02_2,Ses04M_script02_2_M040,"I don't know. It seemed like a good spot to me. I mean, look at the view you've got of the moon from here."
1978,Ses04M_script02_2,Ses04M_script02_2_F036,"Yeah, I noticed that. Looks pretty on the water, doesn't it? Big ol' white moon. I'm sorry, Augie."
1979,Ses04M_script02_2,Ses04M_script02_2_M041,"Shh. If we're very quiet, the fish might come."
1980,Ses04M_script02_2,Ses04M_script02_2_F037,Or not.
1981,Ses04M_script02_2,Ses04M_script02_2_M042,Or not.
1982,Ses04M_script03_1,Ses04M_script03_1_M000,Good God.
1983,Ses04M_script03_1,Ses04M_script03_1_F000,Do you think it's them?
1984,Ses04M_script03_1,Ses04M_script03_1_M001,I wonder.
1985,Ses04M_script03_1,Ses04M_script03_1_F001,"Nobody knows we're here, except Freda and she wouldn't ring up."
1986,Ses04M_script03_1,Ses04M_script03_1_M002,"It must be them, then."
1987,Ses04M_script03_1,Ses04M_script03_1_F002,What are we to do?
1988,Ses04M_script03_1,Ses04M_script03_1_M003,"We'll be alright, darling. Whatever happens, aren't we?"
1989,Ses04M_script03_1,Ses04M_script03_1_F003,Now and always sweet.
1990,Ses04M_script03_1,Ses04M_script03_1_M004,"I don't care, then."
1991,Ses04M_script03_1,Ses04M_script03_1_F004,It was bound to come sooner or later.
1992,Ses04M_script03_1,Ses04M_script03_1_M005,"Hello, hello. What? Wrong number."
1993,Ses04M_script03_1,Ses04M_script03_1_F005,"Oh, it sent shivers up my spine."
1994,Ses04M_script03_1,Ses04M_script03_1_M006,What shall we do if they suddenly walk in on us?
1995,Ses04M_script03_1,Ses04M_script03_1_F006,Behave exquisitely.
1996,Ses04M_script03_1,Ses04M_script03_1_M007,With the mo- with the most perfect poise?
1997,Ses04M_script03_1,Ses04M_script03_1_F007,Certainly. I shall probably do a court curtsey.
1998,Ses04M_script03_1,Ses04M_script03_1_M008,"Ah. Things that ought to matter dreadfully don't matter when one's happy, do they?"
1999,Ses04M_script03_1,Ses04M_script03_1_F008,But what's so horrible is that one can't stay happy.
2000,Ses04M_script03_1,Ses04M_script03_1_M009,"Don't say that, darling."
2001,Ses04M_script03_1,Ses04M_script03_1_F009,It's true. The whole business is a very poor joke.
2002,Ses04M_script03_1,Ses04M_script03_1_M010,"Meaning that sacred and beautiful thing, love?"
2003,Ses04M_script03_1,Ses04M_script03_1_F010,"Yes, meaning just that."
2004,Ses04M_script03_1,Ses04M_script03_1_M011,"What does it all mean? That's what I ask myself in my ceaseless quest for ultimate truth. Dear God, what does it all mean?"
2005,Ses04M_script03_1,Ses04M_script03_1_F011,Don't laugh at me. I'm serious.
2006,Ses04M_script03_1,Ses04M_script03_1_M012,"You mustn't be serious, my dear. That's just what they want."
2007,Ses04M_script03_1,Ses04M_script03_1_F012,Who's they?
2008,Ses04M_script03_1,Ses04M_script03_1_M013,All the futile moralists who try to make life unbearable. Laugh at them. Be flippant. Laugh at everything. All their sacred shibboleths. Flippancy brings out the acid- acid in their damn sweetness and light.
2009,Ses04M_script03_1,Ses04M_script03_1_F013,"If I laugh at everything, I must laugh at us, too."
2010,Ses04M_script03_1,Ses04M_script03_1_M014,Certainly you must. We're figures of fun alright.
2011,Ses04M_script03_1,Ses04M_script03_1_F014,"How long will it last, this ludicrous and overbearing love of ours?"
2012,Ses04M_script03_1,Ses04M_script03_1_M015,Who knows.
2013,Ses04M_script03_1,Ses04M_script03_1_F015,Shall we always want to bicker and fight?
2014,Ses04M_script03_1,Ses04M_script03_1_M016,No. That fire will fade along with our passion.
2015,Ses04M_script03_1,Ses04M_script03_1_F016,"Oh, dear. Should we like that."
2016,Ses04M_script03_1,Ses04M_script03_1_M017,It all depends on how well we've played.
2017,Ses04M_script03_1,Ses04M_script03_1_F017,"What happens if one of us dies? Does the one that's left, still laugh?"
2018,Ses04M_script03_1,Ses04M_script03_1_M018,"Yes. Yes, with all his might."
2019,Ses04M_script03_1,Ses04M_script03_1_F018,"Well that's serious enough, isn't it?"
2020,Ses04M_script03_1,Ses04M_script03_1_M019,"No, no, it isn't. Death's very laughable; such a cunning little mystery, all done with mirrors."
2021,Ses04M_script03_1,Ses04M_script03_1_F019,"Darling, I believe you're talking nonsense."
2022,Ses04M_script03_1,Ses04M_script03_1_M020,"So is everyone else in the long run. Let's be superficial and pity the poor philosophers. Let's blow trumpets and squeakers and- and enjoy the party as much as we can, like very small, quite idiotic little school children."
2023,Ses04M_script03_1,Ses04M_script03_1_M021,"Let's savor the delight of the moment. Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets."
2024,Ses04M_script03_1,Ses04M_script03_1_F020,"Elliot, worms don't pop."
2025,Ses04M_script03_1,Ses04M_script03_1_M022,"I don't mind what you do, see? You can paint yourself bright green all over and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word as long as you love me best."
